antecedents,consequents,support,confidence,lift
Organic Basil,Organic Yellow Onion,0.00106,0.1335012594458438,3.8252509869869296
Organic Beef Hot Dogs,Organic Strawberries,0.00138,0.2395833333333333,2.889331082167551
Organic Beef Hot Dogs,Bag of Organic Bananas,0.00111,0.1927083333333333,1.5992392807745506
Organic Bell Pepper,Organic Red Bell Pepper,0.00186,0.25,13.789299503585218
Organic Bell Pepper,Bag of Organic Bananas,0.00164,0.2204301075268817,1.829295498148396
Organic Bell Pepper,Organic Strawberries,0.00159,0.2137096774193548,2.577299534724492
Organic Bell Pepper,Organic Hass Avocado,0.00127,0.1706989247311827,2.5549906410894
Organic Bell Pepper,Organic Baby Spinach,0.00106,0.1424731182795698,1.9111082264194483
Organic Bell Pepper,Green Bell Pepper,0.001,0.1344086021505376,7.995752656189032
Organic Black Beans,Bag of Organic Bananas,0.00282,0.2395921835174171,1.9883168756632128
Organic Black Beans,Organic Hass Avocado,0.0022,0.1869158878504673,2.797723212849384
Organic Black Beans,Organic Strawberries,0.00195,0.1656754460492778,1.998015509518546
Organic Black Beans,Organic Baby Spinach,0.00189,0.1605777400169923,2.1539602953318893
Organic Black Beans,Organic Avocado,0.00142,0.1206457094307561,2.2132766360439584
Organic Black Beans,Limes,0.00139,0.1180968564146134,2.789909199494766
Organic Black Beans,Organic Yellow Onion,0.00124,0.1053525913338997,3.018698892088818
Organic Black Beans,Organic Cilantro,0.00122,0.1036533559898045,4.726555220693324
Organic Blackberries,Banana,0.00452,0.2427497314715359,1.6777229350441352
Organic Blackberries,Organic Strawberries,0.0035,0.18796992481203,2.2668828366139664
Organic Blackberries,Organic Raspberries,0.00306,0.1643394199785177,3.812095105045644
Organic Blackberries,Organic Baby Spinach,0.00239,0.1283566058002148,1.7217519222027473
Organic Blackberries,Strawberries,0.00218,0.117078410311493,2.629793582917633
Organic Blackberries,Organic Hass Avocado,0.00195,0.1047261009667024,1.5675213436117716
Organic Blackberries,Organic Blueberries,0.00192,0.1031149301825993,3.339214060317336
Organic Blueberries,Organic Strawberries,0.00737,0.2386658031088082,2.878265835851523
Organic Blueberries,Bag of Organic Bananas,0.00661,0.2140544041450777,1.7763850966396493
Organic Blueberries,Organic Baby Spinach,0.0042,0.1360103626943005,1.8244180106546009
Organic Blueberries,Organic Raspberries,0.00389,0.1259715025906735,2.9220947017089665
Organic Blueberries,Organic Hass Avocado,0.00377,0.1220854922279792,1.827353573237229
Organic Blueberries,Strawberries,0.0031,0.1003886010362694,2.2549101760168337
Organic Bosc Pear,Bag of Organic Bananas,0.00235,0.3272980501392757,2.716166391197309
Organic Bosc Pear,Organic Hass Avocado,0.00144,0.2005571030640668,3.001902455681289
Organic Bosc Pear,Organic Strawberries,0.0013,0.181058495821727,2.183532269919525
Organic Bosc Pear,Organic Baby Spinach,0.00121,0.1685236768802228,2.260545632196148
Organic Bosc Pear,Organic Raspberries,0.00101,0.1406685236768802,3.2630137712103973
Organic Bread with 21 Whole Grains,Bag of Organic Bananas,0.00154,0.2365591397849462,1.9631463882568152
Organic Bread with 21 Whole Grains,Organic Hass Avocado,0.00111,0.1705069124423963,2.552116635868827
Organic Bread with 21 Whole Grains,Organic Strawberries,0.001,0.1536098310291858,1.8525064041146395
Organic Broccoli,Bag of Organic Bananas,0.00304,0.2447665056360708,2.031257308183161
Organic Broccoli,Organic Strawberries,0.00265,0.2133655394524959,2.573149293927834
Organic Broccoli,Organic Baby Spinach,0.00235,0.1892109500805153,2.538040913219521
Organic Broccoli,Organic Hass Avocado,0.00219,0.1763285024154589,2.6392531419766345
Organic Broccoli,Organic Avocado,0.00169,0.1360708534621578,2.496254879144337
Organic Broccoli,Fresh Cauliflower,0.00131,0.1054750402576489,4.820614271373352
Organic Broccoli,Organic Yellow Onion,0.00129,0.1038647342995169,2.976066885372977
Organic Broccoli Crowns,Bag of Organic Bananas,0.00169,0.2779605263157895,2.306726359467133
Organic Broccoli Crowns,Organic Strawberries,0.0011,0.1809210526315789,2.181874730240943
Organic Broccoli Florets,Bag of Organic Bananas,0.00232,0.2224352828379674,1.8459359571615552
Organic Broccoli Florets,Organic Strawberries,0.00177,0.1697027804410354,2.046584424035643
Organic Broccoli Florets,Organic Baby Spinach,0.00171,0.1639501438159156,2.1991971001464203
Organic Broccoli Florets,Organic Hass Avocado,0.00126,0.1208053691275167,1.808192922130172
Organic Brown Rice,Banana,0.00104,0.2198731501057082,1.5196153853459688
Organic Bunch Beets,Bag of Organic Bananas,0.00104,0.2251082251082251,1.8681180506906647
Organic Bunny Fruit Snacks Berry Patch,Banana,0.0011,0.2534562211981567,1.751718993697952
Organic Butternut Squash,Organic Baby Spinach,0.0013,0.214168039538715,2.872810724865392
Organic Butternut Squash,Organic Hass Avocado,0.00111,0.1828665568369028,2.737113558402976
Organic Butternut Squash,Organic Zucchini,0.00106,0.1746293245469522,5.474273496769662
Organic Carrot Bunch,Bag of Organic Bananas,0.00259,0.2393715341959334,1.9864857609621036
Organic Carrot Bunch,Organic Hass Avocado,0.00194,0.1792975970425138,2.683694013508665
Organic Carrot Bunch,Organic Baby Spinach,0.00164,0.1515711645101663,2.033147746615243
Organic Carrot Bunch,Organic Strawberries,0.00157,0.1451016635859519,1.749899464374722
Organic Carrot Bunch,Organic Small Bunch Celery,0.00139,0.1284658040665434,5.95300296879256
Organic Carrot Bunch,Organic Yellow Onion,0.00139,0.1284658040665434,3.680968597895227
Organic Carrot Bunch,Organic Raspberries,0.00131,0.1210720887245841,2.8084455746829997
Organic Carrot Bunch,Organic Garlic,0.00123,0.1136783733826247,3.4240473910429143
Organic Carrot Bunch,Organic Zucchini,0.00114,0.1053604436229205,3.302835223289045
Organic Carrot Bunch,Organic Lemon,0.0011,0.1016635859519408,3.662232923340809
Organic Celery Hearts,Bag of Organic Bananas,0.00146,0.1888745148771022,1.5674233599759515
Organic Celery Hearts,Organic Baby Spinach,0.00138,0.1785252263906856,2.39470457935192
Organic Celery Hearts,Organic Yellow Onion,0.00129,0.166882276843467,4.781727130185301
Organic Celery Hearts,Organic Hass Avocado,0.001,0.129366106080207,1.93632848496044
Organic Cheese Frozen Pizza,Bag of Organic Bananas,0.00108,0.2347826086956521,1.9484033916651635
Organic Cilantro,Limes,0.00542,0.2471500227998176,5.838649251117826
Organic Cilantro,Bag of Organic Bananas,0.00463,0.211126310989512,1.7520855683776932
Organic Cilantro,Organic Hass Avocado,0.00392,0.17875056999544,2.6755062115767103
Organic Cilantro,Organic Baby Spinach,0.00384,0.1751025991792065,2.348794086910886
Organic Cilantro,Organic Avocado,0.00298,0.1358869129046967,2.492880442206875
Organic Cilantro,Organic Strawberries,0.00296,0.1349749202006384,1.627772795473208
Organic Cilantro,Organic Garlic,0.00292,0.1331509347925216,4.010570325075952
Organic Cilantro,Organic Yellow Onion,0.00286,0.1304149566803465,3.7368182429898726
Organic Cilantro,Organic Red Onion,0.00282,0.1285909712722298,6.251384116297025
Organic Cilantro,Large Lemon,0.00249,0.1135430916552667,2.4040459804206384
Organic Cilantro,Organic Italian Parsley Bunch,0.00231,0.1053351573187414,5.5880720062992815
Organic Cilantro,Jalapeno Peppers,0.00222,0.1012311901504788,7.543307760840447
Organic Coconut Milk,Organic Baby Spinach,0.00143,0.1794228356336261,2.4067449447837173
Organic Coconut Milk,Organic Avocado,0.00115,0.1442910915934755,2.647057266436902
Organic Coconut Milk,Limes,0.00114,0.1430363864491844,3.379078347488412
Organic Coconut Milk,Organic Garlic,0.001,0.1254705144291091,3.779232362322565
Organic Coconut Milk,Organic Strawberries,0.001,0.1254705144291091,1.5131514041137142
Organic Creamy Peanut Butter,Bag of Organic Bananas,0.00113,0.2202729044834308,1.8279909085761887
Organic Creamy Peanut Butter,Banana,0.00112,0.2183235867446393,1.5089058452183244
Organic Cripps Pink Apples,Bag of Organic Bananas,0.0011,0.2820512820512821,2.340674539844665
Organic Cucumber,Bag of Organic Bananas,0.00673,0.2682343563172578,2.2260112557448783
Organic Cucumber,Organic Strawberries,0.00535,0.2132323634914308,2.571543216249769
Organic Cucumber,Organic Hass Avocado,0.00533,0.2124352331606217,3.1796921592669025
Organic Cucumber,Organic Baby Spinach,0.0049,0.1952969310482263,2.6196771435040422
Organic Cucumber,Organic Raspberries,0.00276,0.110003985651654,2.551704608017954
Organic Cucumber,Organic Grape Tomatoes,0.00266,0.1060183339976086,4.057341523061944
Organic Cucumber,Organic Zucchini,0.00266,0.1060183339976086,3.3234587460065392
Organic Cucumber,Organic Small Bunch Celery,0.00257,0.1024312475089677,4.746582368348828
Organic D'Anjou Pears,Bag of Organic Bananas,0.00456,0.3097826086956521,2.5708100306693127
Organic D'Anjou Pears,Banana,0.00327,0.2221467391304347,1.5353289040737763
Organic D'Anjou Pears,Organic Strawberries,0.00296,0.2010869565217391,2.425071834560289
Organic D'Anjou Pears,Organic Hass Avocado,0.00282,0.1915760869565217,2.8674762304523536
Organic D'Anjou Pears,Organic Baby Spinach,0.00232,0.1576086956521739,2.114134079841367
Organic D'Anjou Pears,Organic Raspberries,0.00215,0.1460597826086956,3.3880719695823625
Organic D'Anjou Pears,Apple Honeycrisp Organic,0.00184,0.125,4.796623177283193
Organic D'Anjou Pears,Organic Whole Milk,0.00155,0.1052989130434782,2.4585317077627424
Organic D'Anjou Pears,Organic Avocado,0.00148,0.1005434782608695,1.8444960238647876
Organic Diced Tomatoes,Bag of Organic Bananas,0.00131,0.1884892086330935,1.5642257977850087
Organic Diced Tomatoes,Organic Baby Spinach,0.00129,0.1856115107913669,2.4897586960612594
Organic Diced Tomatoes,Organic Yellow Onion,0.00121,0.1741007194244604,4.988559295829812
Organic Egg Whites,Organic Baby Spinach,0.00146,0.2397372742200328,3.215791740040681
Organic Egg Whites,Bag of Organic Bananas,0.00125,0.2052545155993431,1.7033569759281593
Organic Extra Firm Tofu,Banana,0.00229,0.2516483516483516,1.7392242148617847
Organic Extra Firm Tofu,Organic Baby Spinach,0.00205,0.2252747252747252,3.0217937662605667
Organic Extra Firm Tofu,Organic Strawberries,0.00114,0.1252747252747252,1.5107902228018004
Organic Extra Firm Tofu,Organic Avocado,0.0011,0.1208791208791208,2.2175586292262133
Organic Extra Firm Tofu,Organic Hass Avocado,0.00102,0.112087912087912,1.6777116013757236
Organic Extra Large Grade AA Brown Eggs,Bag of Organic Bananas,0.00104,0.254278728606357,2.110196917895079
Organic Fat Free Milk,Banana,0.00238,0.2638580931263858,1.823609738934175
Organic Fat Free Milk,Organic Strawberries,0.00147,0.1629711751662971,1.965402498387568
Organic Fat Free Milk,Organic Baby Spinach,0.00115,0.1274944567627494,1.7101872134506968
Organic Frozen Peas,Bag of Organic Bananas,0.00168,0.270096463022508,2.241464423423304
Organic Frozen Peas,Organic Hass Avocado,0.00111,0.1784565916398714,2.671105996705155
Organic Frozen Peas,Organic Strawberries,0.00109,0.1752411575562701,2.113376236809818
Organic Fuji Apple,Banana,0.01027,0.3690262306863097,2.5504611976384663
Organic Fuji Apple,Organic Avocado,0.00323,0.1160618038088393,2.129183705904226
Organic Gala Apples,Bag of Organic Bananas,0.00601,0.2655766681396376,2.2039557521961632
Organic Gala Apples,Banana,0.00511,0.2258064516129032,1.5606223762036298
Organic Gala Apples,Organic Strawberries,0.00398,0.1758727353071144,2.12099294871098
Organic Gala Apples,Organic Hass Avocado,0.0037,0.1634997790543526,2.4472351302851765
Organic Gala Apples,Organic Baby Spinach,0.00314,0.1387538665488289,1.8612188671875116
Organic Gala Apples,Organic Raspberries,0.00248,0.1095890410958904,2.542079357362338
Organic Gala Apples,Organic Avocado,0.00236,0.1042863455589925,1.91315988917616
Organic Garbanzo Beans,Organic Baby Spinach,0.00172,0.1900552486187845,2.549366178655728
Organic Garbanzo Beans,Bag of Organic Bananas,0.00165,0.1823204419889502,1.513032713601247
Organic Garbanzo Beans,Organic Hass Avocado,0.00124,0.1370165745856353,2.050839314258874
Organic Garbanzo Beans,Organic Strawberries,0.00116,0.1281767955801105,1.5457886587085203
Organic Garbanzo Beans,Large Lemon,0.00107,0.118232044198895,2.50332509419638
Organic Garbanzo Beans,Organic Avocado,0.00103,0.1138121546961326,2.087913313082601
Organic Garbanzo Beans,Organic Garlic,0.00101,0.1116022099447513,3.361512347733475
Organic Garlic,Bag of Organic Bananas,0.00685,0.2063253012048193,1.7122431635254711
Organic Garlic,Organic Yellow Onion,0.00671,0.2021084337349397,5.791072599855007
Organic Garlic,Organic Baby Spinach,0.00657,0.1978915662650602,2.6544811034884
Organic Garlic,Organic Hass Avocado,0.00554,0.166867469879518,2.4976421176398453
Organic Garlic,Limes,0.00483,0.1454819277108433,3.43685158778274
Organic Garlic,Large Lemon,0.0047,0.1415662650602409,2.997380162190154
Organic Garlic,Organic Strawberries,0.00449,0.1352409638554217,1.6309812331816411
Organic Garlic,Organic Avocado,0.00388,0.116867469879518,2.143963857631958
Organic Garlic,Organic Lemon,0.00341,0.1027108433734939,3.699958334780042
Organic Garlic,Organic Italian Parsley Bunch,0.00334,0.1006024096385542,5.336997858809243
Organic Garnet Sweet Potato (Yam),Bag of Organic Bananas,0.00381,0.2408343868520859,1.9986256170297592
Organic Garnet Sweet Potato (Yam),Organic Baby Spinach,0.00344,0.2174462705436156,2.9167843131269704
Organic Garnet Sweet Potato (Yam),Organic Hass Avocado,0.00333,0.2104930467762326,3.150621864634525
Organic Garnet Sweet Potato (Yam),Organic Strawberries,0.00251,0.1586599241466498,1.913409601382656
Organic Garnet Sweet Potato (Yam),Organic Avocado,0.00217,0.1371681415929203,2.5163849127301474
Organic Garnet Sweet Potato (Yam),Large Lemon,0.002,0.1264222503160556,2.6767361913202543
Organic Garnet Sweet Potato (Yam),Organic Yellow Onion,0.00194,0.1226295828065739,3.513741627695529
Organic Garnet Sweet Potato (Yam),Organic Zucchini,0.00191,0.1207332490518331,3.784741349587245
Organic Garnet Sweet Potato (Yam),Organic Garlic,0.0018,0.11378002528445,3.4271091953147605
Organic Ginger Root,Bag of Organic Bananas,0.00341,0.2151419558359621,1.7854104218752045
Organic Ginger Root,Organic Garlic,0.0033,0.2082018927444795,6.271141347725286
Organic Ginger Root,Organic Baby Spinach,0.00297,0.1873817034700315,2.5135037353458287
Organic Ginger Root,Organic Hass Avocado,0.0028,0.1766561514195583,2.644157333027367
Organic Ginger Root,Limes,0.00247,0.1558359621451104,3.681454338415082
Organic Ginger Root,Large Lemon,0.00223,0.1406940063091482,2.978911842243241
Organic Ginger Root,Organic Strawberries,0.00204,0.1287066246056782,1.5521782996343254
Organic Ginger Root,Organic Yellow Onion,0.00198,0.1249211356466877,3.5794021675268684
Organic Ginger Root,Organic Cilantro,0.00195,0.1230283911671924,5.610049756825919
Organic Ginger Root,Organic Lemon,0.00187,0.117981072555205,4.250038636714879
Organic Ginger Root,Organic Small Bunch Celery,0.00172,0.1085173501577287,5.028607514259903
Organic Grade A Free Range Large Brown Eggs,Bag of Organic Bananas,0.00278,0.2251012145748988,1.8680598719908612
Organic Grade A Free Range Large Brown Eggs,Organic Strawberries,0.00225,0.1821862348178137,2.197132595487383
Organic Grade A Free Range Large Brown Eggs,Organic Hass Avocado,0.00215,0.1740890688259109,2.60573370492308
Organic Grade A Free Range Large Brown Eggs,Organic Baby Spinach,0.00179,0.1449392712550607,1.94418874922952
Organic Granny Smith Apple,Bag of Organic Bananas,0.00392,0.21455938697318,1.780575825503569
Organic Granny Smith Apple,Organic Strawberries,0.0029,0.1587301587301587,1.9142566175851268
Organic Granny Smith Apple,Organic Hass Avocado,0.00289,0.1581828133552271,2.367651749067912
Organic Granny Smith Apple,Organic Baby Spinach,0.00289,0.1581828133552271,2.121835189204925
Organic Granny Smith Apple,Organic Raspberries,0.00214,0.1171319102353585,2.7170473262667247
Organic Granny Smith Apple,Large Lemon,0.00187,0.1023535851122057,2.167130745547444
Organic Grape Tomatoes,Organic Strawberries,0.00528,0.2020665901262916,2.4368860362553257
Organic Grape Tomatoes,Bag of Organic Bananas,0.00508,0.1944125526215078,1.6133821794316006
Organic Grape Tomatoes,Organic Baby Spinach,0.00491,0.1879066207424416,2.520544879174268
Organic Grape Tomatoes,Organic Hass Avocado,0.00428,0.1637964026023727,2.451674937919065
Organic Grape Tomatoes,Organic Avocado,0.00395,0.1511672407194795,2.7732019944868744
Organic Grape Tomatoes,Organic Raspberries,0.00281,0.107539226942212,2.4945308963630715
Organic Grape Tomatoes,Organic Cucumber,0.00266,0.1017986988136241,4.057341523061944
Organic Green Cabbage,Bag of Organic Bananas,0.0013,0.2073365231259968,1.72063504668877
Organic Green Seedless Grapes,Organic Strawberries,0.00171,0.25948406676783,3.129330279399784
Organic Green Seedless Grapes,Bag of Organic Bananas,0.00145,0.220030349013657,1.8259780001133368
Organic Hass Avocado,Bag of Organic Bananas,0.02013,0.3013022002694207,2.500433197256604
Organic Hass Avocado,Organic Strawberries,0.01278,0.1912887292321509,2.306907009553195
Organic Hass Avocado,Organic Baby Spinach,0.01093,0.1635982637329741,2.194477045378593
Organic Hass Avocado,Organic Raspberries,0.00823,0.1231851519233647,2.857461190521103
Organic Hass Avocado,Organic Lemon,0.00682,0.1020805268672354,3.677252408762084
Organic Heavy Whipping Cream,Organic Strawberries,0.00122,0.1590612777053455,1.9182498517287208
Organic Honey Sweet Whole Wheat Bread,Bag of Organic Bananas,0.00121,0.3437499999999999,2.8526970954356843
Organic Hothouse Cucumbers,Bag of Organic Bananas,0.00183,0.2517193947730399,2.0889576329712853
Organic Hothouse Cucumbers,Organic Hass Avocado,0.00159,0.218707015130674,3.27356705778587
Organic Hothouse Cucumbers,Organic Strawberries,0.00155,0.2132049518569463,2.571212636962691
Organic Hothouse Cucumbers,Organic Baby Spinach,0.0011,0.1513067400275103,2.029600805197992
Organic Italian Parsley Bunch,Bag of Organic Bananas,0.00361,0.1915119363395225,1.5893106750167847
Organic Italian Parsley Bunch,Organic Garlic,0.00334,0.1771883289124668,5.336997858809243
Organic Italian Parsley Bunch,Organic Baby Spinach,0.00324,0.1718832891246684,2.30561085344961
Organic Italian Parsley Bunch,Organic Hass Avocado,0.00287,0.1522546419098143,2.278919950753096
Organic Italian Parsley Bunch,Organic Yellow Onion,0.00285,0.1511936339522546,4.3321958152508495
Organic Italian Parsley Bunch,Organic Strawberries,0.00267,0.1416445623342175,1.708207456997317
Organic Italian Parsley Bunch,Large Lemon,0.00253,0.1342175066312997,2.8417850228943413
Organic Italian Parsley Bunch,Organic Small Bunch Celery,0.00246,0.1305039787798408,6.0474503605116245
Organic Italian Parsley Bunch,Organic Cilantro,0.00231,0.1225464190981432,5.5880720062992815
Organic Italian Parsley Bunch,Organic Lemon,0.00228,0.1209549071618037,4.357165243580826
Organic Italian Parsley Bunch,Limes,0.00205,0.1087533156498673,2.569178257733697
Organic Italian Parsley Bunch,Organic Zucchini,0.00191,0.1013262599469496,3.176371785170834
Organic Jalapeno Pepper,Limes,0.00161,0.2728813559322034,6.446523882168756
Organic Jalapeno Pepper,Organic Hass Avocado,0.00119,0.2016949152542373,3.0189330228145086
Organic Jalapeno Pepper,Organic Cilantro,0.00116,0.1966101694915254,8.965352005997511
Organic Jalapeno Pepper,Organic Garlic,0.00113,0.1915254237288135,5.7688380641208905
Organic Kiwi,Bag of Organic Bananas,0.00471,0.3034793814432989,2.518501090815759
Organic Kiwi,Organic Strawberries,0.00384,0.2474226804123711,2.983872170916198
Organic Kiwi,Banana,0.00341,0.2197164948453608,1.518532689511098
Organic Kiwi,Organic Hass Avocado,0.0032,0.2061855670103092,3.0861482863390104
Organic Kiwi,Organic Baby Spinach,0.00264,0.1701030927835051,2.2817316268746497
Organic Kiwi,Organic Raspberries,0.00238,0.1533505154639175,3.5571912656905016
Organic Kiwi,Organic Avocado,0.00178,0.1146907216494845,2.10403085029324
Organic Kiwi,Organic Whole Milk,0.0016,0.1030927835051546,2.4070227295156346
Organic Lacinato (Dinosaur) Kale,Bag of Organic Bananas,0.00311,0.2250361794500723,1.8675201614113888
Organic Lacinato (Dinosaur) Kale,Organic Baby Spinach,0.00266,0.1924746743849493,2.581819911266926
Organic Lacinato (Dinosaur) Kale,Organic Hass Avocado,0.00249,0.1801736613603473,2.6968067858157063
Organic Lacinato (Dinosaur) Kale,Organic Strawberries,0.00177,0.1280752532561505,1.5445640768952065
Organic Lacinato (Dinosaur) Kale,Large Lemon,0.00161,0.1164978292329956,2.466606589731011
Organic Lacinato (Dinosaur) Kale,Organic Avocado,0.00161,0.1164978292329956,2.1371827046963063
Organic Lacinato (Dinosaur) Kale,Organic Garlic,0.00159,0.1150506512301013,3.465381061147629
Organic Lacinato (Dinosaur) Kale,Organic Lemon,0.00157,0.1136034732272069,4.092344136426763
Organic Lacinato (Dinosaur) Kale,Organic Small Bunch Celery,0.00144,0.1041968162083936,4.8283974146614295
Organic Lacinato (Dinosaur) Kale,Organic Zucchini,0.00142,0.1027496382054992,3.2209917932758394
Organic Lacinato (Dinosaur) Kale,Limes,0.00142,0.1027496382054992,2.4273479377627987
Organic Large Brown Grade AA Cage Free Eggs,Bag of Organic Bananas,0.00246,0.2455089820359281,2.0374189380574954
Organic Large Brown Grade AA Cage Free Eggs,Organic Hass Avocado,0.00187,0.186626746506986,2.793395397500165
Organic Large Brown Grade AA Cage Free Eggs,Organic Strawberries,0.00184,0.1836327345309381,2.2145771168709376
Organic Large Brown Grade AA Cage Free Eggs,Organic Raspberries,0.00144,0.1437125748502994,3.333625025523067
Organic Large Brown Grade AA Cage Free Eggs,Organic Baby Spinach,0.00115,0.1147704590818363,1.5395098468388508
Organic Large Extra Fancy Fuji Apple,Bag of Organic Bananas,0.00725,0.3111587982832618,2.582230691147401
Organic Large Extra Fancy Fuji Apple,Organic Strawberries,0.00445,0.1909871244635193,2.303269711330431
Organic Large Extra Fancy Fuji Apple,Organic Hass Avocado,0.00419,0.1798283261802575,2.691637871280609
Organic Large Extra Fancy Fuji Apple,Organic Baby Spinach,0.00334,0.1433476394849785,1.9228388931586653
Organic Large Extra Fancy Fuji Apple,Organic Raspberries,0.00238,0.1021459227467811,2.369425255086549
Organic Large Grade A Brown Eggs,Banana,0.00114,0.2766990291262136,1.9123576551676933
Organic Large Grade AA Brown Eggs,Bag of Organic Bananas,0.00194,0.2535947712418301,2.1045209231687148
Organic Large Grade AA Brown Eggs,Organic Hass Avocado,0.00139,0.1816993464052287,2.7196429637064625
Organic Large Grade AA Brown Eggs,Organic Strawberries,0.00118,0.1542483660130719,1.860207018970959
Organic Large Green Asparagus,Organic Strawberries,0.00157,0.2561174551386623,3.0887295602829514
Organic Large Green Asparagus,Organic Hass Avocado,0.00152,0.2479608482871125,3.711433143049133
Organic Large Green Asparagus,Bag of Organic Bananas,0.00137,0.2234910277324632,1.854697325580608
Organic Large Green Asparagus,Organic Baby Spinach,0.00129,0.2104404567699836,2.8228096146208403
Organic Leek,Bag of Organic Bananas,0.00124,0.2042833607907743,1.6952975999234383
Organic Leek,Organic Garlic,0.00113,0.186161449752883,5.607272582918163
Organic Leek,Organic Baby Spinach,0.00111,0.1828665568369028,2.4529383881542963
Organic Leek,Organic Zucchini,0.00102,0.1680395387149917,5.2676971384009965
Organic Lemon,Bag of Organic Bananas,0.00716,0.2579250720461095,2.1404570294282945
Organic Lemon,Organic Hass Avocado,0.00682,0.2456772334293948,3.677252408762084
Organic Lemon,Organic Strawberries,0.00484,0.1743515850144092,2.102648155021819
Organic Lemon,Organic Baby Spinach,0.0045,0.1621037463976945,2.1744298644895306
Organic Lemon,Limes,0.00347,0.125,2.952988424285377
Organic Lemon,Organic Garlic,0.00341,0.1228386167146974,3.699958334780042
Organic Lemon,Organic Raspberries,0.00333,0.1199567723342939,2.7825741668822537
Organic Lemon,Organic Yellow Onion,0.00322,0.1159942363112392,3.3236170862819256
Organic Low Sodium Chicken Broth,Banana,0.00122,0.2206148282097649,1.524741365745835
Organic Lowfat 1% Milk,Banana,0.00114,0.25,1.7278319165111615
Organic Mexican Blend Finely Shredded Cheese,Bag of Organic Bananas,0.00151,0.2677304964539007,2.221829846090462
Organic Milk,Bag of Organic Bananas,0.00203,0.2434052757793765,2.019960794849598
Organic Milk,Organic Strawberries,0.00145,0.1738609112709832,2.096730719621119
Organic Milk,Organic Hass Avocado,0.00119,0.1426858513189448,2.1356960233340048
Organic Milk,Organic Raspberries,0.00106,0.1270983213429256,2.9482329237514646
Organic Mint,Limes,0.00122,0.2023217247097844,4.779629688395568
Organic Mint,Organic Italian Parsley Bunch,0.00104,0.1724709784411277,9.14965402870704
Organic Multigrain Waffles,Banana,0.00101,0.3146417445482866,2.1745921939891253
Organic Navel Orange,Bag of Organic Bananas,0.00434,0.3297872340425532,2.736823519025338
Organic Navel Orange,Organic Hass Avocado,0.00252,0.1914893617021276,2.8661781425254853
Organic Navel Orange,Organic Strawberries,0.00217,0.1648936170212766,1.988586794757316
Organic Navel Orange,Organic Baby Spinach,0.00163,0.1238601823708206,1.6614377246253609
Organic Navel Orange,Organic Raspberries,0.00154,0.1170212765957446,2.714481015906858
Organic Navel Orange,Organic Large Extra Fancy Fuji Apple,0.00151,0.114741641337386,4.924533962977941
Organic Navel Orange,Apple Honeycrisp Organic,0.00137,0.1041033434650455,3.994756080776884
Organic Nectarine,Organic Strawberries,0.00133,0.3341708542713568,4.030039245916025
Organic Old Fashioned Rolled Oats,Bag of Organic Bananas,0.00157,0.2350299401197604,1.9504559346038213
Organic Old Fashioned Rolled Oats,Organic Baby Spinach,0.00114,0.1706586826347305,2.289184207038639
Organic Old Fashioned Rolled Oats,Organic Hass Avocado,0.001,0.1497005988023952,2.240691495320988
Organic Orange Bell Pepper,Bag of Organic Bananas,0.001,0.2808988764044944,2.331111007506178
Organic Original Hommus,Bag of Organic Bananas,0.00108,0.289544235924933,2.402856729667494
Organic Peeled Whole Baby Carrots,Banana,0.00458,0.2580281690140845,1.7833172231258865
Organic Peeled Whole Baby Carrots,Bag of Organic Bananas,0.00369,0.207887323943662,1.72520600783122
Organic Peeled Whole Baby Carrots,Organic Strawberries,0.00315,0.1774647887323943,2.1401928211817944
Organic Peeled Whole Baby Carrots,Organic Baby Spinach,0.00266,0.1498591549295775,2.010183164715996
Organic Peeled Whole Baby Carrots,Organic Avocado,0.00245,0.1380281690140845,2.532162337444221
Organic Peeled Whole Baby Carrots,Organic Hass Avocado,0.00203,0.1143661971830986,1.7118125607408865
Organic Plain Greek Whole Milk Yogurt,Bag of Organic Bananas,0.00111,0.2860824742268041,2.3741284168199512
Organic Plain Whole Milk Yogurt,Bag of Organic Bananas,0.00143,0.3364705882352941,2.792287039297047
Organic Raspberries,Bag of Organic Bananas,0.01301,0.3017861285084667,2.5044491992403874
Organic Raspberries,Organic Strawberries,0.01051,0.2437949431686383,2.9401223247544426
Organic Raspberries,Organic Hass Avocado,0.00823,0.1909069821387149,2.857461190521104
Organic Raspberries,Organic Baby Spinach,0.00539,0.1250289955926699,1.6771159703912797
Organic Red Bell Pepper,Bag of Organic Bananas,0.00404,0.2228350799779371,1.849253775750516
Organic Red Bell Pepper,Organic Strawberries,0.00387,0.2134583563154991,2.5742686482814663
Organic Red Bell Pepper,Organic Hass Avocado,0.00324,0.1787093215664644,2.674888812549984
Organic Red Bell Pepper,Organic Baby Spinach,0.003,0.1654715940430226,2.2196055538970167
Organic Red Bell Pepper,Organic Yellow Onion,0.0023,0.126861555432984,3.63500158833765
Organic Red Bell Pepper,Green Bell Pepper,0.00219,0.1207942636514065,7.185857445056902
Organic Red Bell Pepper,Organic Raspberries,0.00213,0.117484831770546,2.725233861529716
Organic Red Bell Pepper,Organic Garlic,0.00198,0.1092112520683949,3.2894955442287626
Organic Red Bell Pepper,Organic Avocado,0.00198,0.1092112520683949,2.003508568490092
Organic Red Bell Pepper,Organic Zucchini,0.00194,0.1070049641478212,3.354387590840793
